101,Sign,100,0,100,Yard Sign with Phone Number,12.75,1,yardphone.gif,yardsignphone.html
102,Sign,100,0,100,Yard Sign with Arrow,12.75,1,yardarrow.gif,yardsignarrow.html
103,Sign,100,0,100,Open House Rider,4.00,1,openhouse.gif,openhouse_rider.html
104,Sign,100,0,100,Appointment Rider,4.00,1,appointment.gif,appointment_rider.html
105,Ad,100,0,100,1/6 Page Magazine Ad,149.00,1,16magad.jpg,16pagead.html
106,Ad,100,0,100,1/3 Page Magazine Ad,238.00,1,13magad.jpg,13pagead.html
107,Ad,100,0,100,Internet Ad,149.00,1,internetad.jpg,internedad.html
